Date,Pptn_us,PET_us,ET_us,Pptn_us_ds,PET_us_ds,ET_us_ds,Pptn_total,PET_total,ET_total,Q_us,Q_ds,ET_sim,SM_sim,GW_sim,Q_sim
1998-02-05,3.50585796437346,2.1576145,1.2907757,5.53021570430467,2.1095877,1.2103012,5.18094743630137,2.1095877,1.2103012,0.17639328521431,0.086228650311911,1.6012442179592,46.3457966783116,145.894941276894,0.480841005800592
1998-02-06,7.4149927989474,2.565406,1.4807339,3.38127261725256,2.5680976,1.4269398,4.07722197271422,2.5680976,1.4269398,0.274389554777815,0.099923788890861,1.66468222382487,48.3748611577467,145.718167934883,0.522417945721472
1998-02-07,1.0406123230672,2.6993108,1.8784577,5.73685684098581,2.553629,1.7604858,4.92660025542767,2.553629,1.7604858,0.418444071036169,0.145912402390547,1.70615714602415,51.0944136440604,145.622181222319,0.547234948697798
1998-02-08,21.0146949797514,2.0038435,1.1905699,11.7826364690181,1.8828535,1.2049321,13.3754701020706,1.8828535,1.2049321,0.313588062603218,0.145405175035771,1.76174593037767,61.1195575194078,146.270426584641,0.645068381264847
1998-02-09,0,2.444508,1.3740566,0,2.5432112,1.4463011,0,2.5432112,1.4463011,0.342986943472269,0.131794574349283,1.24930918591479,59.870248333493,145.829837431702,0.665176148553482
1998-02-10,0,2.9035363,1.5693202,0,2.9218295,1.5512545,0,2.9218295,1.5512545,0.363076178732788,0.141093742520175,1.22377278635045,58.6464755471426,145.39057540145,0.565599948676375
1998-02-11,0,2.844778,1.5675346,0,2.8533597,1.6399136,0,2.8533597,1.6399136,0.296438715429604,0.196043372620903,1.19875836141823,57.4477171857243,144.952636496388,0.509457511789091
1998-02-12,0,2.8642838,1.4760116,0,2.8736517,1.4852304,0,2.8736517,1.4852304,0.245970636604399,0.180742014085162,1.17425524173945,56.2734619439849,144.516016731057,0.47754987850587
1998-02-13,0,2.8989413,1.4556248,0,2.9156945,1.4399645,0,2.9156945,1.4399645,0.240580841778406,0.163327208237854,1.150252976022,55.1232089679629,144.080712132004,0.459165350549125
1998-02-14,0,2.9363978,1.4353653,0,2.9767728,1.4371786,0,2.9767728,1.4371786,0.243030748517494,0.144897947680995,1.12674132660252,53.9964676413604,143.646718737745,0.44832753500678
1998-02-15,0,3.1325872,1.4849577,0,3.0524333,1.4427376,0,3.0524333,1.4427376,0.235191046952413,0.143714417186518,1.10371026507975,52.8927573762806,143.214032598728,0.441702012234519
1998-02-16,0,3.1495986,1.4490113,0,3.0609062,1.4109646,0,3.0609062,1.4109646,0.267039834560553,0.139487522563385,1.0811499680371,51.8116074082435,142.782649777299,0.437428401164626
1998-02-17,0,2.4956203,1.19538,0,2.4866729,1.1757138,0,2.4866729,1.1757138,0.22392147595261,0.121396413576376,1.05905081285275,50.7525565953908,142.352566347663,0.434468732435922
1998-02-18,0,2.6726923,1.170197,0,2.6595159,1.1664606,0,2.6595159,1.1664606,0.214611830344077,0.118099435770332,1.03740337359524,49.7151532217955,141.923778395852,0.432243885618357
1998-02-19,0,2.9398942,1.2554,0,2.9850976,1.2772642,0,2.9850976,1.2772642,0.215591793039712,0.11547876110399,1.01619841700307,48.6989548047924,141.496282019684,0.430430746301296
1998-02-20,0,3.2071562,1.3289528,0,3.2127528,1.3392489,0,3.2127528,1.3392489,0.212161923604989,0.118860276802496,0.995426898546466,47.703527906246,141.070073328735,0.42884903376229
1998-02-21,0,2.9366362,1.178778,0,2.9268644,1.1839727,0,2.9268644,1.1839727,0.212651904952807,0.105249676116008,0.975079958569588,46.7284479476764,140.645148444299,0.4273981586248
1998-02-22,0,3.2021897,1.2525543,0,3.0974085,1.2229536,0,3.0974085,1.2229536,0.215591793039712,0.126806838693986,0.955148918511656,45.7732990291647,140.22150349935,0.426021993793394
1998-02-23,0,2.8191924,1.0717794,0,2.9390244,1.1180723,0,2.9390244,1.1180723,0.217551718430982,0.114886995856751,0.935625277205282,44.8376737519594,139.799134638513,0.424689219069369
1998-02-24,0,2.9017675,1.0658718,0,2.8221927,1.059327,0,2.8221927,1.059327,0.215101811691895,0.090455544935043,0.916500707250477,43.921173044709,139.378038018025,0.423382354804127
1998-02-25,0,2.4504592,0.87319213,0,2.735296,0.97812945,0,2.735296,0.97812945,0.227351345387333,0.08589049874206,0.897767051462772,43.0234059932462,138.958209805702,0.422091643435332
1998-02-26,0,3.127215,1.0871851,0,3.1828861,1.1274586,0,3.1828861,1.1274586,0.217551718430982,0.069912837066618,0.879416319393943,42.1439896738523,138.539646180903,0.420811635806735
1998-02-27,0,3.1893144,1.3288217,0,3.2258146,1.3452398,0,3.2258146,1.3452398,0.21412184899626,0.059768289971099,0.86144068392385,41.2825489899284,138.122343334493,0.419539286570428
1998-02-28,0,2.816795,0.9608171,0,2.8151934,1.1193435,0,2.8151934,1.1193435,0.202362296648639,0.060275517325875,0.843832477921949,40.4387165120065,137.706297468813,0.418272891552835
1998-03-01,0,2.887404,1.0135604,0.119184005392761,2.8802907,1.207208,0.098620845849744,2.8802907,1.207208,0.166593658257959,0.061036358358039,0.925205036826775,39.6121323210294,137.291504797643,0.417011494878306
1998-03-02,0,3.14011,1.0694683,0.03842285189012,3.0607696,1.0959878,0.03179364664638,3.0607696,1.0959878,0.186192912170661,0.060951820465576,0.8414821128402,38.8024438548356,136.877961546167,0.415754558184988
1998-03-03,0,2.663393,0.81850487,0.028221948288028,2.7695165,0.908446,0.023352734307925,2.7695165,0.908446,0.213141886300624,0.071941746485721,0.816490831362964,38.0093057577806,136.46566395094,0.414501776070093
1998-03-04,4.73597579770297,3.3332367,1.0005912,2.19226345227441,3.3050232,1.0466603,2.63113746622761,3.3050232,1.0466603,0.202852277996456,0.073040739087736,1.49428088081764,38.9662013235143,136.178142821598,0.425720581623382
1998-03-05,0.00402314211273,3.073545,1.185895,0.009380163216067,3.1259384,1.1550034,0.008455900944355,3.1259384,1.1550034,0.176883266562127,0.075323262184228,0.804941268794302,38.1697159556643,135.767953188631,0.431523112694133
1998-03-06,0,2.9955149,0.9551825,0.045617737520955,2.8762252,0.9537204,0.037747177947578,2.8762252,0.9537204,0.198442445866099,0.07633771689378,0.817952053482349,37.3895110801296,135.358999110295,0.421819241020472
1998-03-07,0,3.1555696,0.8915627,0,3.081739,0.9276871,0,3.081739,0.9276871,0.187662856214113,0.083777051430494,0.764257163256397,36.6252539168732,134.951276864909,0.415859772837411
