Date,Pptn_total,PET_total,Q_ds
1998-12-03,0,2.5239923,0.457941763470215
1998-12-04,0,2.4953346,0.435370146182686
1998-12-05,0,2.4590542,0.419815173969557
1998-12-06,0,2.380016,0.39732809457449
1998-12-07,0,2.2134328,0.371628575265842
1998-12-08,0,2.3591762,0.37154403737338
1998-12-09,0,2.4693108,0.410093316336351
1998-12-10,0,2.437458,0.418039878227841
1998-12-11,0,2.447921,0.431396865236941
1998-12-12,0,2.446059,0.419223408722318
1998-12-13,0,2.3814309,0.388874305328224
1998-12-14,0,2.3722584,0.27897504512677
1998-12-15,0,2.4014542,0.340518630839584
1998-12-16,0,2.4390187,0.304082799188179
1998-12-17,0,2.4622157,0.380420516081959
1998-12-18,0,2.4119134,0.288781440652438
1998-12-19,0,2.3862095,0.295459934156988
1998-12-20,0,2.3129525,0.291655728996168
1998-12-21,0,2.4047015,0.273395544224234
1998-12-22,0,2.3991494,0.288105137512737
1998-12-23,0,2.4303117,0.27677705992274
1998-12-24,0,2.3384986,0.268576884353863
1998-12-25,0,2.1762178,0.27897504512677
1998-12-26,0,2.3469925,0.263166459236253
1998-12-27,0,2.3478038,0.283201939749902
1998-12-28,0,2.2580087,0.282441098717738
1998-12-29,0,2.3437867,0.263758224483491
1998-12-30,0,2.3861263,0.266463437042296
1998-12-31,0,2.4359932,0.240425766163798
1999-01-01,0,2.4429088,0.265448982332744
1999-01-02,0,2.400415,0.245413501819095
1999-01-03,0,2.427694,0.287428834373035
1999-01-04,0,2.3348904,0.246597032313572
1999-01-05,0,2.4018912,0.233155507412009
1999-01-06,0,2.4635682,0.221658354037088
1999-01-07,0,2.554686,0.185814287632921
1999-01-08,0,2.3131483,0.187589583374637
1999-01-09,0.401958923484768,2.498766,0.222081043499401
1999-01-10,0,2.4511073,0.194437152664112
1999-01-11,0,2.41839,0.162397291420765
1999-01-12,0,2.4587102,0.156564176840842
1999-01-13,0,2.314591,0.144306182433756
1999-01-14,0,2.5526373,0.162312753528302
1999-01-15,0,2.5224957,0.152168206432783
1999-01-16,0,2.56061,0.138557605746296
1999-01-17,0,2.6210885,0.143714417186518
1999-01-18,0,2.6507843,0.13137188488697
1999-01-19,0,2.5752256,0.131033733317119
1999-01-20,0,2.6455994,0.131118271209582
1999-01-21,0,2.6921918,0.124439777705032
1999-01-22,0,2.72443,0.128243982865851
