Date,Pptn_us,PET_us,ET_us,Pptn_us_ds,PET_us_ds,ET_us_ds,Pptn_total,PET_total,ET_total,Q_us,Q_ds,ET_us_sim,SM_us_sim,GW_us_sim,Q_us_sim,ET_us_ds_sim,SM_us_ds_sim,GW_us_ds_sim,Q_ds_sim
2005-01-24,0.00252802042407,2.4041035,1.1269102,0.574288204329001,2.4165971,1.211245,0.475640773885621,2.4165971,1.211245,0.080356941042075,0.032039861243347,0.84513849010551,29.1111012464346,61.329090516802,0.444169667221797,1.21838072298427,22.2525629544259,49.8956260909749,0.377190082371069
2005-01-25,0,2.540942,0.96415085,0,2.53429,1.4183722,0,2.53429,1.4183722,0.114165654041484,0.028151118190065,0.818907483876354,28.2921937625583,60.8898239187374,0.440988323799941,0.625973926047915,21.626589028378,49.5382511201968,0.374488476935367
2005-01-26,0.138275872966915,1.5182241,0.48321155,5.44740591729615,1.8653686,1.011727,4.53140642747692,1.8653686,1.011727,0.092116493389695,0.028151118190065,0.934147145967157,27.496322489558,60.4537035461027,0.437829766594063,1.76270825383917,25.0771768234601,49.3228022401815,0.394037793752829
2005-01-27,0.002875914844701,2.166635,0.7160579,0.630640345629275,2.1111557,0.95870495,0.522330341253612,2.1111557,0.95870495,0.080356941042075,0.032716164383048,0.776358995239487,26.7228394091632,60.0207068642127,0.434693832399009,1.33607184412806,24.3717453249613,48.9695300920951,0.409651955065629
2005-01-28,0,2.2356606,1.2271167,0,2.0416074,1.2772312,0,2.0416074,1.2772312,0.135234851997638,0.034153308554914,0.751724677034329,25.9711147321289,59.590811499786,0.431580359178576,0.685587414669987,23.6861579102913,48.618788238415,0.378551011002995
2005-01-29,0,2.4917006,1.0326265,0.661944743681597,2.3673823,1.3248718,0.547737511527427,2.3673823,1.3248718,0.146014441649623,0.033984232769988,0.730578346683349,25.2405363854456,59.1639952397886,0.428489186057136,1.3282462969212,23.0198563570517,48.2705585560318,0.367870383858665
2005-01-30,0.008376309379862,2.4197028,0.7955595,0.04428500237439,2.325444,1.0949205,0.038089572203216,2.325444,1.0949205,0.121515374258747,0.033307929630287,0.718403180851318,24.5305095139741,58.7402360302863,0.425420153311326,0.69184321355189,22.3722981458742,47.9248230516421,0.362980774430659
2005-01-31,7.88694631034603,1.6942654,0.63764465,9.73323828366442,1.6549127,0.85028946,9.41469221539842,1.6549127,0.85028946,0.108775859215491,0.032208937028272,1.6942654,30.3075000969488,58.5666698441738,0.502890609190035,1.6549127,29.9668913110177,47.8694407082968,0.409639973052742
2005-02-01,24.0843531465042,1.292452,0.4903639,15.5412648281023,1.5953449,0.8290941,17.0152284508487,1.5953449,0.8290941,0.148954329736528,0.032969778060436,1.292452,51.3565089273174,59.1809145654206,0.843628498911983,1.5953449,42.8313321053312,48.1681070980027,0.571855547637694
2005-02-02,0.069952125885318,2.8164196,0.88958883,0.097716457450253,2.8111093,1.1807169,0.092926197407546,2.8111093,1.1807169,0.166103676910142,0.04167718098409,1.51463225496473,49.911828798238,58.7570341720796,0.780965091789052,1.30257978805837,41.6264687747231,47.8231053971483,0.62485204450202
2005-02-03,0,2.7273746,0.76708746,0,2.7797806,0.9900026,0,2.7797806,0.9900026,0.180803117344668,0.0604445931108,1.40404067131738,48.5077881269206,58.336189801233,0.436180222230878,1.17097001993839,40.4554987547847,47.4805747540282,0.460667708084654
2005-02-04,0,2.6280215,0.7689144,0,2.5028272,0.97099835,0,2.5028272,0.97099835,0.13670479604109,0.065009639303784,1.36454441854167,47.143243708379,57.9183597075189,0.419994819537999,1.13803014230873,39.317468612476,47.1404974698127,0.386173860285217
2005-02-05,0,2.8164227,0.75144964,0,2.754187,0.9614522,0,2.754187,0.9614522,0.099466213606958,0.042776173586105,1.32615921191668,45.8170844964623,57.5035223013252,0.416483674668975,1.10601687724794,38.2114517352281,46.8028559724394,0.3622633302042
