Date,Pptn_us,PET_us,ET_us,Pptn_us_ds,PET_us_ds,ET_us_ds,Pptn_total,PET_total,ET_total,live_St_us,Res_outflow,Q_ds,ET_us_sim,SM_us_sim,GW_us_sim,Ot_sim,St_us_sim,ET_us_ds_sim,SM_us_ds_sim,GW_us_ds_sim,Q_ds_sim
2003-01-11,5.2508978843689,0.55888337,0.4715508,5.09682369232178,0.55158836,0.50303656,5.1231746673584,0.5535779,0.4944495,23.173,0,3.6507,0.55888337,172.848359119674,0.014640614420303,0.364449185062615,22.9427837869007,0.55158836,168.109101776718,0.014698228371925,0.558724559554854
2003-01-12,4.04224061965942,0.15962005,0.15962005,3.51462912559509,0.1968233,0.1968233,3.60486507415771,0.18667696,0.18667696,23.157,0,4.1884,0.15962005,176.691516672138,0.023387169552986,0.363202940559914,22.9544928841707,0.1968233,171.394108003403,0.021337579378718,2.65511161565581
2003-01-13,0,1.2003498,1.1299525,0,1.1732794,1.076261,0,1.1806623,1.0909041,23.206,0,4.4997,1.2003498,175.491166872138,0.017547214320935,0.363666529304888,22.9646408357043,1.1732794,170.220828603403,0.016009422499805,2.34080812210027
2003-01-14,0,1.1844559,1.1189604,0,1.1753373,1.0777367,0,1.1778243,1.0889795,23.206,0,4.3299,1.1844559,174.306710972138,0.013165540606666,0.36406859591365,22.9410885492472,1.1753373,169.045491303403,0.012011747172826,0.766452874857051
2003-01-15,0,0.9498132,0.90206784,0,0.9441606,0.85403186,0,0.9457022,0.8671326,23.206,0,4.2167,0.9498132,173.356897772138,0.009878004354171,0.363135851798419,22.9156433523085,0.9441606,168.101330703403,0.009012321971367,0.666276108239463
2003-01-16,0,1.2177275,1.1603428,0,1.237572,1.1264104,0,1.2321597,1.1356648,23.206,0,3.962,1.2177275,172.139170272138,0.007411391065219,0.362129755446787,22.8888043804691,1.237572,166.863758703403,0.006761876198937,0.589879835338767
2003-01-17,0,0.9702826,0.90008664,0,0.98423284,0.8782432,0,0.98042816,0.8842005,23.173,0,3.7356,0.9702826,171.168887672138,0.005560709992846,0.361070364004536,22.8609459809534,0.98423284,165.879525863403,0.005073383959763,0.532254030902644
2003-01-18,0,1.0098244,0.92011374,0,1.0207133,0.911015,0,1.0177436,0.91349643,23.157,0,3.679,1.0098244,170.159063272138,0.004172158148508,0.359972702671606,22.832348875269,1.0207133,164.858812563403,0.003806521155656,0.488713305825879
2003-01-19,0,1.2492505,1.1252867,0,1.2452645,1.0954177,0,1.2463516,1.1035638,23.141,0,3.679,1.2492505,168.909812772138,0.00313033832704,0.358848020256164,22.803223540381,1.2452645,163.613548063403,0.002856003689721,0.455742224999619
2003-01-20,0,1.4632224,1.2840229,0,1.4593382,1.2629275,0,1.4603976,1.2686808,23.141,0,3.6507,1.4632224,167.446590372138,0.002348668888604,0.357704733181632,22.7737277513388,1.4593382,162.154209863403,0.002142837709855,0.430703159882867
2003-01-21,0,1.4815928,1.2856559,0,1.5018659,1.2932441,0,1.4963368,1.2911745,23.124,0,3.6507,1.4815928,165.964997572138,0.001762188291485,0.35654913449823,22.743979743226,1.5018659,160.652343963403,0.001607754733407,0.411617094497261
2003-01-22,0,1.1685272,0.98785704,0,1.1889931,1.0102178,0,1.1834115,1.0041194,23.124,0,3.5941,1.1685272,164.796470372138,0.00132215638812,0.3553859259751,22.7140680863075,1.1889931,159.463350863403,0.001206286071458,0.396999166572857
2003-01-23,0,1.0109385,0.8438224,0,1.0190039,0.862407,0,1.0168042,0.85733837,23.108,0,3.5658,1.0109385,163.785531872138,0.000992003818828,0.354218617183056,22.6840590951288,1.0190039,158.444346963403,0.000905067207055,0.385735275454697
2003-01-24,0,0.767437,0.6361411,0,0.75988597,0.6413395,0,0.7619453,0.6399218,23.06,0,3.5658,0.767437,163.018094872138,0.000744292872924,0.353049824684259,22.6540023873771,0.75988597,157.684460993403,0.000679064998484,0.376989501817595
2003-01-25,0,0.40419498,0.3360748,0.053330648690462,0.3786357,0.31915697,0.044209614396095,0.3856064,0.32377094,23.044,0,3.5941,0.40419498,162.613899892138,0.000558437246079,0.351881496258334,22.6239350545457,0.3786357,157.359155942093,0.00050949727111,0.370134645147645
2003-01-26,0,0.63901407,0.52874655,0.050281852483749,0.58406526,0.48872638,0.041682243347168,0.59905124,0.49964097,23.044,0,3.6507,0.63901407,161.974885822138,0.00041899119171,0.35071507890572,22.593884791065,0.58406526,156.825372534577,0.000382271903056,0.364700106292631
2003-01-27,0,1.4476233,1.2366089,0,1.4241999,1.2221388,0,1.430588,1.2260852,23.044,0,3.6224,1.4476233,160.527262522138,0.000314365884374,0.34955164470218,22.5638722419962,1.4241999,155.401172634577,0.000286815683129,0.36033278390669
2003-01-28,0,1.6013746,1.3388795,0,1.6001482,1.3579509,0,1.6004826,1.3527497,23.044,0,3.679,1.6013746,158.925887922138,0.000235866317033,0.348391985065613,22.5339127644311,1.6001482,153.801024434577,0.000215195611896,0.356767735154904
2003-01-29,0,1.0726385,0.89298445,0,1.2088464,1.0295551,0,1.1716988,0.99230856,23.044,0,3.679,1.0726385,157.853249422138,0.000176968692458,0.34723668135576,22.5040177490138,1.2088464,152.592178034577,0.000161459620597,0.353806162503645
2003-01-30,0,1.349563,1.1133221,0,1.3754799,1.1586075,0,1.3684117,1.1462569,23.044,0,3.5941,1.349563,156.503686422138,0.000132778255514,0.346086157744524,22.4741956114306,1.3754799,151.216698134577,0.000121141917596,0.351298897249884
2003-01-31,0,1.5475407,1.2451453,0,1.5394027,1.280691,0,1.5416222,1.2709967,23.028,0,3.5941,1.5475407,154.956145722138,9.96225088880244E-05,0.344940720806729,22.4444525362893,1.5394027,149.677295434577,9.08918536075656E-05,0.349134007239548
2003-02-01,0,1.5562053,1.249731,0,1.5487175,1.2799457,0,1.5507596,1.2717053,23.028,0,3.5658,1.5562053,153.399940422138,7.47460059536878E-05,0.343800589165297,22.4147930352209,1.5487175,148.128577934577,6.81954621171912E-05,0.347227498956003
2003-02-02,0,1.7141217,1.3623571,0,1.6859809,1.3844463,0,1.6936555,1.3784219,23.012,0,3.5658,1.7141217,151.685818722138,5.60813561954003E-05,0.34266591568834,22.3852203655996,1.6859809,146.442597034577,5.11665332897355E-05,0.345516341308746
2003-02-03,0,1.734927,1.362556,0,1.7423333,1.4203222,0,1.7403133,1.4045677,23.012,0,3.5658,1.734927,149.950891722138,4.2077412332427E-05,0.341536804108811,22.3557368446872,1.7423333,144.700263734577,3.83898583221073E-05,0.343953231389989
2003-02-04,0,1.2607557,0.9820263,0,1.2839198,1.0413282,0,1.2776023,1.025155,22.995,0,3.4526,1.2607557,148.690136022138,3.15703604318024E-05,0.340413321467708,22.3263440853187,1.2839198,143.416343934577,2.88036168807068E-05,0.342502667227235
